Task,Method,Sampler,Model,Batch,Seed,Size,r2,mae,rmse,rmse-rel,pearson,spearman
polymer_o2,pareto,none,none,none,6,100,0.0784,0.20453,0.96,0.96,0.3737,0.37761
polymer_o2,pareto,none,none,none,7,100,-0.00847,0.19772,1.00423,1.00423,0.14145,0.22746
lipo,pareto,none,none,none,8,100,0.06495,0.74809,0.96698,0.96698,0.40483,0.36851
polymer_o2,pareto,none,none,none,8,100,-0.00971,0.20467,1.00484,1.00484,0.12093,0.10858
lipo,pareto,none,none,none,2,100,0.10622,0.74237,0.9454,0.9454,0.38392,0.36043
polymer_o2,pareto,none,none,none,0,100,0.02218,0.19853,0.98885,0.98885,0.28311,0.2039
polymer_mt,pareto,none,none,none,2,100,0.40515,0.58723,0.77127,0.77127,0.68474,0.66019
polymer_mt,pareto,none,none,none,3,100,0.40447,0.59376,0.77171,0.77171,0.63941,0.6222
polymer_mt,pareto,none,none,none,1,100,0.36221,0.62205,0.79862,0.79862,0.61175,0.57894
polymer_mt,pareto,none,none,none,4,100,0.37265,0.62529,0.79206,0.79206,0.63575,0.60781
polymer_mt,pareto,none,none,none,5,100,0.41744,0.55942,0.76326,0.76326,0.65699,0.65044
esol,pareto,none,none,none,9,100,0.70504,0.40691,0.5431,0.5431,0.86536,0.84257
polygas_CO2,pareto,none,none,none,7,100,0.65235,0.34792,0.58962,0.58962,0.82937,0.82679
polygas_N2,pareto,none,none,none,5,100,0.59046,0.37844,0.63995,0.63995,0.79254,0.7911
polygas_O2,pareto,none,none,none,0,100,0.6634,0.35374,0.58017,0.58017,0.81868,0.83002
polygas_H2,pareto,none,none,none,6,100,0.64971,0.37385,0.59186,0.59186,0.80778,0.82437
polygas_O2,pareto,none,none,none,6,100,0.72299,0.32591,0.52632,0.52632,0.85156,0.86497
polygas_N2,pareto,none,none,none,8,100,0.62939,0.39075,0.60878,0.60878,0.79566,0.80319
bace,pareto,none,none,none,6,100,0.41097,0.60048,0.76748,0.76748,0.69535,0.65133
bace,pareto,none,none,none,3,100,0.48945,0.55396,0.71453,0.71453,0.7005,0.64233
polygas_He,pareto,none,none,none,3,100,0.70465,0.34434,0.54346,0.54346,0.83954,0.85759
polygas_O2,pareto,none,none,none,3,100,0.72133,0.32415,0.52789,0.52789,0.85972,0.88625
bace,pareto,none,none,none,8,100,0.43484,0.56387,0.75177,0.75177,0.67197,0.64745
polymer_o2,pareto,none,none,none,9,100,0.77593,0.21497,0.47336,0.47336,0.88155,0.33883
polymer_o2,pareto,none,none,none,1,100,0.33596,0.22187,0.81489,0.81489,0.60039,0.27071
polymer_o2,pareto,none,none,none,2,100,0.01771,0.20289,0.99111,0.99111,0.22897,0.35471
polygas_CH4,pareto,none,none,none,5,100,0.6603,0.35263,0.58284,0.58284,0.81884,0.80748
polygas_CH4,pareto,none,none,none,8,100,0.64355,0.39123,0.59703,0.59703,0.80791,0.82835
polygas_O2,pareto,none,none,none,8,100,0.68297,0.36811,0.56306,0.56306,0.82898,0.83541
esol,pareto,none,none,none,4,100,0.77146,0.36059,0.47806,0.47806,0.87958,0.85114
polygas_CO2,pareto,none,none,none,4,100,0.62496,0.36216,0.6124,0.6124,0.81796,0.83829
polygas_N2,pareto,none,none,none,0,100,0.67869,0.35018,0.56684,0.56684,0.83751,0.84903
polygas_He,pareto,none,none,none,8,100,0.75351,0.31396,0.49648,0.49648,0.86919,0.87994
polymer_tg,pareto,none,none,none,4,100,0.70532,0.411,0.54285,0.54285,0.84371,0.84963
polymer_tg,pareto,none,none,none,9,100,0.69508,0.41171,0.55219,0.55219,0.85056,0.8568
bace,pareto,none,none,none,1,100,0.45745,0.57771,0.73658,0.73658,0.68351,0.65092
polymer_o2,pareto,none,none,none,5,100,0.03531,0.1994,0.98219,0.98219,0.27632,0.45889
polymer_o2,pareto,none,none,none,3,100,-0.01256,0.19659,1.00626,1.00626,0.14823,0.25651
polygas_N2,pareto,none,none,none,4,100,0.6799,0.35716,0.56577,0.56577,0.83349,0.84223
esol,pareto,none,none,none,7,100,0.76797,0.36341,0.4817,0.4817,0.88557,0.86423
polygas_He,pareto,none,none,none,5,100,0.66873,0.35694,0.57556,0.57556,0.82531,0.83825
polymer_o2,pareto,none,none,none,4,100,-0.00635,0.2079,1.00317,1.00317,0.13315,0.09739
polymer_tg,pareto,none,none,none,5,100,0.659,0.45073,0.58395,0.58395,0.84415,0.84901
polygas_He,pareto,none,none,none,7,100,0.63146,0.39544,0.60707,0.60707,0.81119,0.80977
polymer_tg,pareto,none,none,none,8,100,0.6255,0.47989,0.61197,0.61197,0.82545,0.83688
polymer_tg,pareto,none,none,none,3,100,0.60781,0.4692,0.62625,0.62625,0.83069,0.83074
freesolv,pareto,none,none,none,6,100,0.74861,0.37174,0.50139,0.50139,0.86697,0.8182
freesolv,pareto,none,none,none,3,100,0.67985,0.41152,0.56582,0.56582,0.83339,0.74088
freesolv,pareto,none,none,none,2,100,0.83833,0.28913,0.40208,0.40208,0.91785,0.89516
freesolv,pareto,none,none,none,7,100,0.81033,0.32994,0.43551,0.43551,0.90388,0.86031
freesolv,pareto,none,none,none,4,100,0.7708,0.34627,0.47875,0.47875,0.87915,0.83548
polygas_CO2,pareto,none,none,none,9,100,0.71915,0.33064,0.52995,0.52995,0.8538,0.86253
sublimation,pareto,none,none,none,0,100,0.59362,0.46315,0.63748,0.63748,0.77723,0.74382
sublimation,pareto,none,none,none,4,100,0.60073,0.43678,0.63188,0.63188,0.80691,0.80058
sublimation,pareto,none,none,none,8,100,0.64339,0.41324,0.59717,0.59717,0.81336,0.79977
sublimation,pareto,none,none,none,7,100,0.68159,0.38459,0.56428,0.56428,0.82606,0.82121
chain_gap,pareto,none,none,none,3,100,0.60941,0.41766,0.62497,0.62497,0.79822,0.83536
lipo,pareto,none,none,none,4,100,-0.03609,0.79116,1.01788,1.01788,0.34769,0.31726
lipo,pareto,none,none,none,5,100,-0.06501,0.80453,1.03199,1.03199,0.30257,0.28319
polymer_mt,pareto,none,none,none,8,100,0.38595,0.59348,0.78361,0.78361,0.64085,0.64123
polymer_tg,pareto,none,none,none,0,100,0.68148,0.43792,0.56437,0.56437,0.83936,0.85028
polygas_CO2,pareto,none,none,none,0,100,0.71765,0.34371,0.53137,0.53137,0.85049,0.8688
bace,pareto,none,none,none,9,100,0.46999,0.54497,0.72802,0.72802,0.69161,0.619
polymer_mt,pareto,none,none,none,0,100,0.4657,0.56478,0.73096,0.73096,0.69799,0.67767
polymer_mt,pareto,none,none,none,9,100,0.39987,0.58627,0.77468,0.77468,0.69212,0.67743
polymer_tg,pareto,none,none,none,2,100,0.70981,0.41668,0.53869,0.53869,0.84369,0.84869
polygas_H2,pareto,none,none,none,1,100,0.73687,0.31927,0.51296,0.51296,0.86061,0.87563
polygas_O2,pareto,none,none,none,2,100,0.70896,0.32854,0.53948,0.53948,0.84244,0.84322
chain_gap,pareto,none,none,none,2,100,0.67717,0.41385,0.56818,0.56818,0.82549,0.84343
polymer_density,pareto,none,none,none,6,100,0.47289,0.42345,0.72602,0.72602,0.72636,0.82007
bace,pareto,none,none,none,5,100,0.37221,0.60208,0.79233,0.79233,0.62739,0.56408
chain_gap,pareto,none,none,none,8,100,0.64965,0.40796,0.59191,0.59191,0.83379,0.86054
polygas_H2,pareto,none,none,none,3,100,0.72127,0.33229,0.52795,0.52795,0.85068,0.86484
polygas_O2,pareto,none,none,none,5,100,0.40859,0.46747,0.76903,0.76903,0.70713,0.7076
esol,pareto,none,none,none,0,100,0.78802,0.34873,0.46042,0.46042,0.89312,0.87225
polymer_mt,pareto,none,none,none,7,100,0.30402,0.64376,0.83426,0.83426,0.55881,0.52121
polygas_CH4,pareto,none,none,none,9,100,0.6555,0.36365,0.58694,0.58694,0.81443,0.82414
polymer_tg,pareto,none,none,none,1,100,0.72468,0.40192,0.52471,0.52471,0.85145,0.85842
bace,pareto,none,none,none,7,100,0.40982,0.59349,0.76823,0.76823,0.68769,0.67893
polygas_He,pareto,none,none,none,6,100,0.71141,0.32365,0.5372,0.5372,0.84803,0.86121
polygas_N2,pareto,none,none,none,9,100,0.62531,0.38387,0.61212,0.61212,0.79959,0.82703
logp,pareto,none,none,none,5,100,0.28658,0.66564,0.84464,0.84464,0.62176,0.58483
logp,pareto,none,none,none,8,100,0.50233,0.5146,0.70546,0.70546,0.71038,0.71276
pcqm4mv2_small,pareto,none,none,none,1,100,0.57334,0.50322,0.65319,0.65319,0.77367,0.74893
pcqm4mv2_small,pareto,none,none,none,0,100,0.5444,0.51016,0.67498,0.67498,0.7556,0.73746
logp,pareto,none,none,none,1,100,0.4392,0.54496,0.74886,0.74886,0.68396,0.68142
pcqm4mv2_small,pareto,none,none,none,5,100,0.57503,0.48612,0.6519,0.6519,0.76666,0.75741
logp,pareto,none,none,none,3,100,0.50478,0.52143,0.70372,0.70372,0.71914,0.70809
pcqm4mv2_small,pareto,none,none,none,8,100,0.34517,0.62523,0.80921,0.80921,0.74723,0.73074
pcqm4mv2_small,pareto,none,none,none,7,100,0.53379,0.52827,0.6828,0.6828,0.75221,0.72352
polygas_H2,pareto,none,none,none,9,100,0.67672,0.35846,0.56858,0.56858,0.83046,0.84529
logp,pareto,none,none,none,4,100,0.41563,0.58648,0.76444,0.76444,0.67236,0.66633
pcqm4mv2_small,pareto,none,none,none,2,100,0.59613,0.47855,0.6355,0.6355,0.77553,0.76281
polygas_CH4,pareto,none,none,none,2,100,0.64545,0.37839,0.59544,0.59544,0.80358,0.79051
polygas_CH4,pareto,none,none,none,4,100,0.76977,0.30383,0.47982,0.47982,0.87851,0.88687
lipo,pareto,none,none,none,1,100,-0.21775,0.87981,1.10352,1.10352,0.29241,0.25248
polygas_H2,pareto,none,none,none,7,100,0.33069,0.46831,0.81811,0.81811,0.66979,0.6433
lipo,pareto,none,none,none,0,100,0.07024,0.77375,0.96424,0.96424,0.35229,0.33212
logp,pareto,none,none,none,2,100,0.32389,0.60063,0.82226,0.82226,0.60861,0.58477
pcqm4mv2_small,pareto,none,none,none,9,100,0.51834,0.52489,0.69402,0.69402,0.75005,0.72963
polygas_N2,pareto,none,none,none,6,100,0.71284,0.34196,0.53588,0.53588,0.85013,0.86395
logp,pareto,none,none,none,0,100,0.39554,0.58029,0.77747,0.77747,0.63219,0.64579
pcqm4mv2_small,pareto,none,none,none,3,100,0.5997,0.4834,0.63269,0.63269,0.78403,0.76732
polymer_density,pareto,none,none,none,5,100,0.46884,0.46936,0.72881,0.72881,0.70591,0.77883
pcqm4mv2_small,pareto,none,none,none,4,100,0.60762,0.47266,0.62641,0.62641,0.78247,0.76869
polygas_H2,pareto,none,none,none,0,100,0.63795,0.36574,0.60171,0.60171,0.81915,0.83828
esol,pareto,none,none,none,5,100,0.76587,0.3632,0.48387,0.48387,0.88172,0.85856
qm9_alpha,pareto,none,none,none,8,100,0.48461,0.4921,0.71791,0.71791,0.70436,0.7141
qm9_g298,pareto,none,none,none,6,100,0.70301,0.42504,0.54497,0.54497,0.8539,0.82887
polymer_tg,pareto,none,none,none,7,100,0.66407,0.44618,0.5796,0.5796,0.82384,0.83364
qm9_alpha,pareto,none,none,none,5,100,0.59267,0.43153,0.63823,0.63823,0.77566,0.79286
qm9_alpha,pareto,none,none,none,9,100,0.59747,0.42761,0.63445,0.63445,0.78444,0.80427
qm9_u0,pareto,none,none,none,4,100,0.64883,0.46005,0.59259,0.59259,0.81993,0.78274
polygas_O2,pareto,none,none,none,9,100,0.67158,0.36543,0.57308,0.57308,0.81954,0.83788
qm9_u0,pareto,none,none,none,0,100,0.69415,0.39997,0.55303,0.55303,0.83822,0.82671
qm9_alpha,pareto,none,none,none,6,100,0.50549,0.56071,0.70321,0.70321,0.84747,0.83229
qm9_g298,pareto,none,none,none,2,100,0.70723,0.41638,0.54108,0.54108,0.85261,0.82201
qm9_homo,pareto,none,none,none,3,100,0.32192,0.6332,0.82345,0.82345,0.65459,0.56581
qm9_u0,pareto,none,none,none,9,100,0.65907,0.44252,0.5839,0.5839,0.82883,0.78981
qm9_g298,pareto,none,none,none,1,100,0.7561,0.38827,0.49386,0.49386,0.87325,0.85115
bace,pareto,none,none,none,4,100,0.32118,0.63585,0.8239,0.8239,0.62776,0.57536
qm9_u0,pareto,none,none,none,5,100,0.52482,0.49356,0.68934,0.68934,0.73395,0.746
qm9_g298,pareto,none,none,none,9,100,0.67233,0.43571,0.57242,0.57242,0.84613,0.82757
polygas_CH4,pareto,none,none,none,6,100,0.58741,0.42785,0.64233,0.64233,0.77762,0.7716
qm9_alpha,pareto,none,none,none,2,100,0.62178,0.48242,0.615,0.615,0.84228,0.82179
polygas_O2,pareto,none,none,none,1,100,0.45707,0.49621,0.73684,0.73684,0.69433,0.70945
polygas_He,pareto,none,none,none,0,100,0.64092,0.3838,0.59923,0.59923,0.81337,0.83421
polygas_N2,pareto,none,none,none,1,100,0.33555,0.5171,0.81514,0.81514,0.64139,0.67458
qm9_u0,pareto,none,none,none,6,100,0.64993,0.46668,0.59166,0.59166,0.82909,0.79007
polygas_CH4,pareto,none,none,none,0,100,0.68123,0.36379,0.5646,0.5646,0.82593,0.84692
qm9_alpha,pareto,none,none,none,1,100,0.53031,0.44975,0.68534,0.68534,0.75287,0.77905
qm9_homo,pareto,none,none,none,8,100,0.50736,0.52974,0.70188,0.70188,0.72137,0.64591
qm9_g298,pareto,none,none,none,4,100,0.16556,0.73338,0.91348,0.91348,0.74851,0.7181
polygas_CO2,pareto,none,none,none,1,100,0.49082,0.46709,0.71357,0.71357,0.71948,0.74692
polygas_CO2,pareto,none,none,none,3,100,0.6301,0.38365,0.60819,0.60819,0.81223,0.82996
qm9_g298,pareto,none,none,none,8,100,0.77506,0.36187,0.47428,0.47428,0.88089,0.85162
polymer_density,pareto,none,none,none,9,100,0.39271,0.48798,0.77929,0.77929,0.62872,0.71096
qm9_u0,pareto,none,none,none,8,100,0.72219,0.39904,0.52708,0.52708,0.85033,0.82765
polygas_He,pareto,none,none,none,4,100,0.70231,0.33683,0.54561,0.54561,0.83891,0.86063
qm9_homo,pareto,none,none,none,1,100,0.47034,0.55464,0.72778,0.72778,0.70272,0.6558
logp,pareto,none,none,none,9,100,0.44978,0.55228,0.74177,0.74177,0.69429,0.68473
qm9_g298,pareto,none,none,none,3,100,0.76613,0.3749,0.4836,0.4836,0.88588,0.85467
qm9_homo,pareto,none,none,none,6,100,0.4465,0.55596,0.74398,0.74398,0.67297,0.63683
polymer_tg,pareto,none,none,none,6,100,0.63862,0.4602,0.60115,0.60115,0.81935,0.82441
lipo,pareto,none,none,none,9,100,0.06649,0.77624,0.96618,0.96618,0.35356,0.31279
qm9_alpha,pareto,none,none,none,4,100,0.49304,0.56381,0.71201,0.71201,0.79806,0.78597
qm9_u0,pareto,none,none,none,3,100,0.68196,0.4466,0.56395,0.56395,0.87076,0.84853
qm9_u0,pareto,none,none,none,1,100,0.60571,0.39457,0.62792,0.62792,0.79066,0.80467
qm9_u0,pareto,none,none,none,2,100,0.53728,0.46073,0.68024,0.68024,0.73923,0.74614
pcqm4mv2_small,pareto,none,none,none,6,100,0.5868,0.48262,0.64281,0.64281,0.76653,0.76497
qm9_homo,pareto,none,none,none,0,100,0.41155,0.5942,0.7671,0.7671,0.67774,0.6082
qm9_g298,pareto,none,none,none,0,100,0.45013,0.58172,0.74153,0.74153,0.78007,0.73318
qm9_homo,pareto,none,none,none,9,100,0.48232,0.54794,0.7195,0.7195,0.72537,0.64787
sublimation,pareto,none,none,none,1,100,0.67099,0.42288,0.57359,0.57359,0.82161,0.80913
qm9_gap,pareto,none,none,none,8,100,0.59002,0.51029,0.64029,0.64029,0.80063,0.81002
qm9_lumo,pareto,none,none,none,9,100,0.77651,0.36122,0.47274,0.47274,0.88654,0.88631
qm9_u0,pareto,none,none,none,7,100,0.6599,0.42122,0.58318,0.58318,0.82211,0.82289
qm9_cv,pareto,none,none,none,8,100,0.75837,0.39287,0.49156,0.49156,0.90829,0.89429
qm9_lumo,pareto,none,none,none,7,100,0.72933,0.41585,0.52026,0.52026,0.87033,0.86181
qm9_gap,pareto,none,none,none,6,100,0.6601,0.45425,0.58301,0.58301,0.81831,0.82067
qm9_h298,pareto,none,none,none,9,100,0.65291,0.47266,0.58914,0.58914,0.84405,0.81333
qm9_h298,pareto,none,none,none,1,100,0.78603,0.34886,0.46257,0.46257,0.888,0.86601
qm9_mu,pareto,none,none,none,2,100,-0.04107,0.73144,1.02033,1.02033,0.26842,0.30756
qm9_r2,pareto,none,none,none,3,100,0.54124,0.48352,0.67732,0.67732,0.77326,0.69432
qm9_u298,pareto,none,none,none,0,100,0.56886,0.52781,0.65661,0.65661,0.85318,0.81683
qm9_gap,pareto,none,none,none,0,100,0.66536,0.45635,0.57848,0.57848,0.82493,0.82791
qm9_u298,pareto,none,none,none,8,100,0.72486,0.3875,0.52454,0.52454,0.85866,0.84218
qm9_cv,pareto,none,none,none,9,100,0.79378,0.35442,0.45412,0.45412,0.8988,0.88857
qm9_zpve,pareto,none,none,none,2,100,0.87988,0.27037,0.34659,0.34659,0.94278,0.93728
qm9_mu,pareto,none,none,none,1,100,0.04998,0.73387,0.97469,0.97469,0.37921,0.34292
qm9_h298,pareto,none,none,none,4,100,0.61575,0.4965,0.61988,0.61988,0.83635,0.80172
qm9_r2,pareto,none,none,none,6,100,0.56474,0.47099,0.65975,0.65975,0.78001,0.72856
qm9_zpve,pareto,none,none,none,9,100,0.90288,0.25052,0.31163,0.31163,0.9607,0.9555
polymer_density,pareto,none,none,none,3,100,0.50974,0.43905,0.70019,0.70019,0.71733,0.79224
qm9_lumo,pareto,none,none,none,0,100,0.78271,0.35941,0.46615,0.46615,0.8892,0.88164
qm9_h298,pareto,none,none,none,7,100,0.63269,0.46442,0.60606,0.60606,0.82537,0.80325
qm9_mu,pareto,none,none,none,6,100,-0.05128,0.78685,1.02532,1.02532,0.38655,0.3463
qm9_homo,pareto,none,none,none,4,100,0.49284,0.53752,0.71215,0.71215,0.71264,0.63791
qm9_mu,pareto,none,none,none,4,100,0.20082,0.65683,0.89397,0.89397,0.46375,0.50032
qm9_r2,pareto,none,none,none,1,100,0.65644,0.44231,0.58614,0.58614,0.81267,0.74088
qm9_lumo,pareto,none,none,none,2,100,0.77301,0.37131,0.47644,0.47644,0.8811,0.87665
chain_gap,pareto,none,none,none,4,100,0.68427,0.40498,0.5619,0.5619,0.82869,0.84768
qm9_zpve,pareto,none,none,none,7,100,0.91601,0.22621,0.28981,0.28981,0.95781,0.95452
qm9_r2,pareto,none,none,none,2,100,0.59566,0.49143,0.63588,0.63588,0.78544,0.69422
qm9_u298,pareto,none,none,none,4,100,0.09396,0.74958,0.95186,0.95186,0.74889,0.71356
qm9_gap,pareto,none,none,none,2,100,0.68839,0.42648,0.55822,0.55822,0.84064,0.84526
qm9_u298,pareto,none,none,none,2,100,0.7236,0.40457,0.52574,0.52574,0.85982,0.83197
qm9_cv,pareto,none,none,none,4,100,0.62824,0.49292,0.60972,0.60972,0.86593,0.85486
sublimation,pareto,none,none,none,2,100,0.6106,0.46371,0.62402,0.62402,0.79881,0.79254
sublimation,pareto,none,none,none,6,100,0.7017,0.40081,0.54617,0.54617,0.83844,0.82328
qm9_cv,pareto,none,none,none,6,100,0.72937,0.41153,0.52022,0.52022,0.8806,0.8756
freesolv,pareto,none,none,none,1,100,0.80793,0.31178,0.43826,0.43826,0.89954,0.87283
qm9_r2,pareto,none,none,none,9,100,0.68353,0.42323,0.56255,0.56255,0.83391,0.77794
qm9_r2,pareto,none,none,none,7,100,0.59543,0.46467,0.63606,0.63606,0.78913,0.70264
qm9_u298,pareto,none,none,none,3,100,0.72597,0.37975,0.52348,0.52348,0.85536,0.83639
qm9_cv,pareto,none,none,none,5,100,0.7848,0.35851,0.4639,0.4639,0.88897,0.88312
chain_gap,pareto,none,none,none,9,100,0.57907,0.49018,0.64879,0.64879,0.80634,0.84758
qm9_g298,pareto,none,none,none,7,100,0.60123,0.48275,0.63148,0.63148,0.83212,0.82447
qm9_homo,pareto,none,none,none,5,100,0.38798,0.5882,0.78232,0.78232,0.65682,0.60267
qm9_u298,pareto,none,none,none,7,100,0.51528,0.48329,0.69622,0.69622,0.72447,0.71696
chain_gap,pareto,none,none,none,6,100,0.61815,0.44688,0.61794,0.61794,0.78793,0.80491
qm9_gap,pareto,none,none,none,4,100,0.65195,0.44505,0.58996,0.58996,0.81549,0.81369
qm9_h298,pareto,none,none,none,5,100,0.71523,0.38646,0.53364,0.53364,0.85301,0.84224
chain_gap,pareto,none,none,none,7,100,0.60909,0.44465,0.62523,0.62523,0.79616,0.83272
freesolv,pareto,none,none,none,9,100,0.83086,0.30105,0.41126,0.41126,0.91155,0.8695
qm9_lumo,pareto,none,none,none,5,100,0.69481,0.43091,0.55244,0.55244,0.83377,0.83532
qm9_h298,pareto,none,none,none,2,100,0.63691,0.44793,0.60257,0.60257,0.80741,0.79003
polymer_mt,pareto,none,none,none,6,100,0.42973,0.58927,0.75516,0.75516,0.66698,0.63758
qm9_cv,pareto,none,none,none,7,100,0.76564,0.38675,0.48411,0.48411,0.89266,0.87895
qm9_alpha,pareto,none,none,none,0,100,0.48007,0.55406,0.72106,0.72106,0.80643,0.8038
qm9_homo,pareto,none,none,none,7,100,0.35733,0.61904,0.80167,0.80167,0.61775,0.58925
qm9_g298,pareto,none,none,none,5,100,0.78777,0.34898,0.46069,0.46069,0.88788,0.87661
qm9_r2,pareto,none,none,none,0,100,0.51522,0.49744,0.69626,0.69626,0.75577,0.66899
qm9_cv,pareto,none,none,none,1,100,0.68021,0.38684,0.5655,0.5655,0.83011,0.83987
qm9_homo,pareto,none,none,none,2,100,0.44401,0.56982,0.74565,0.74565,0.69239,0.59845
qm9_alpha,pareto,none,none,none,3,100,0.5107,0.50897,0.6995,0.6995,0.73164,0.74077
polymer_density,pareto,none,none,none,0,100,0.4865,0.46624,0.71659,0.71659,0.70739,0.7032
lipo,pareto,none,none,none,7,100,0.02154,0.77997,0.98917,0.98917,0.34695,0.31757
qm9_alpha,pareto,none,none,none,7,100,0.68551,0.43012,0.56079,0.56079,0.83221,0.81526
qm9_gap,pareto,none,none,none,7,100,0.6774,0.43904,0.56798,0.56798,0.82525,0.83982
lipo,pareto,none,none,none,6,100,0.12023,0.73052,0.93796,0.93796,0.42036,0.38695
logp,pareto,none,none,none,6,100,0.39796,0.60615,0.77591,0.77591,0.70642,0.70568
qm9_r2,pareto,none,none,none,8,100,0.65998,0.43805,0.58311,0.58311,0.81243,0.73192
qm9_mu,pareto,none,none,none,0,100,0.20661,0.67738,0.89073,0.89073,0.49659,0.48088
logp,pareto,none,none,none,7,100,0.41294,0.57581,0.7662,0.7662,0.65384,0.65146
qm9_h298,pareto,none,none,none,6,100,0.60904,0.43769,0.62527,0.62527,0.79135,0.78497
qm9_mu,pareto,none,none,none,7,100,0.19061,0.67981,0.89966,0.89966,0.49205,0.4856
qm9_h298,pareto,none,none,none,3,100,0.69808,0.40741,0.54947,0.54947,0.84834,0.82646
qm9_gap,pareto,none,none,none,3,100,0.73454,0.40137,0.51523,0.51523,0.8623,0.86992
qm9_lumo,pareto,none,none,none,4,100,0.6216,0.48673,0.61514,0.61514,0.78853,0.77484
qm9_lumo,pareto,none,none,none,1,100,0.72687,0.41392,0.52262,0.52262,0.85798,0.84833
qm9_zpve,pareto,none,none,none,6,100,0.8269,0.32635,0.41605,0.41605,0.91937,0.90742
qm9_cv,pareto,none,none,none,0,100,0.71499,0.34943,0.53387,0.53387,0.85905,0.86782
qm9_u298,pareto,none,none,none,9,100,0.59129,0.47734,0.6393,0.6393,0.77739,0.76862
qm9_gap,pareto,none,none,none,9,100,0.69364,0.42709,0.5535,0.5535,0.83891,0.85066
qm9_mu,pareto,none,none,none,9,100,0.19609,0.65819,0.89661,0.89661,0.47209,0.50047
qm9_zpve,pareto,none,none,none,0,100,0.88407,0.26785,0.34048,0.34048,0.94111,0.93405
qm9_cv,pareto,none,none,none,2,100,0.70129,0.38225,0.54654,0.54654,0.84359,0.84698
qm9_mu,pareto,none,none,none,8,100,0.19143,0.68701,0.8992,0.8992,0.50782,0.49244
qm9_lumo,pareto,none,none,none,3,100,0.76116,0.38556,0.48872,0.48872,0.87412,0.86399
qm9_zpve,pareto,none,none,none,4,100,0.88748,0.26316,0.33544,0.33544,0.94224,0.93296
qm9_zpve,pareto,none,none,none,8,100,0.87839,0.2706,0.34872,0.34872,0.94082,0.93313
qm9_mu,pareto,none,none,none,5,100,0.20234,0.66897,0.89312,0.89312,0.51779,0.50021
qm9_u298,pareto,none,none,none,6,100,0.4557,0.5548,0.73777,0.73777,0.72727,0.70335
qm9_gap,pareto,none,none,none,1,100,0.67434,0.45204,0.57066,0.57066,0.82133,0.81583
qm9_u298,pareto,none,none,none,1,100,0.76844,0.37368,0.48121,0.48121,0.87948,0.85425
qm9_r2,pareto,none,none,none,4,100,0.5934,0.48254,0.63765,0.63765,0.79475,0.70384
qm9_mu,pareto,none,none,none,3,100,-0.04038,0.73918,1.01999,1.01999,0.39183,0.41541
qm9_h298,pareto,none,none,none,0,100,0.71477,0.40721,0.53407,0.53407,0.85141,0.83819
qm9_zpve,pareto,none,none,none,1,100,0.91712,0.22473,0.28789,0.28789,0.95958,0.95517
qm9_lumo,pareto,none,none,none,6,100,0.73439,0.41687,0.51537,0.51537,0.87483,0.86771
qm9_gap,pareto,none,none,none,5,100,0.66047,0.46335,0.58269,0.58269,0.82857,0.84146
qm9_r2,pareto,none,none,none,5,100,0.56257,0.48112,0.66138,0.66138,0.75686,0.70681
qm9_cv,pareto,none,none,none,3,100,0.7513,0.38011,0.4987,0.4987,0.86697,0.85314
qm9_h298,pareto,none,none,none,8,100,0.46421,0.57849,0.73198,0.73198,0.81133,0.77163
qm9_lumo,pareto,none,none,none,8,100,0.75684,0.38371,0.49311,0.49311,0.8708,0.87122
qm9_zpve,pareto,none,none,none,5,100,0.90628,0.23956,0.30614,0.30614,0.9555,0.95299
